group_id,sample_name,lengths,avgindex,d18O_cal_mean,dD_cal_mean,d18O_cal_opt,dD_cal_opt
7,Cristobal 0.5m 21-Jan-2020,8,231.0,0.24012483595366274,4.658267927070861,0.23849003040975392,3.6970967514616104
8,Cristobal 0.5m 4-Feb-2020,8,239.0,0.47876009446323864,5.145884009330851,0.4800197519489293,4.858257397804718
9,Cristobal 0.5m 18-Feb-2020,8,247.0,0.6437911960416183,5.752939735267775,0.6454559714284591,5.522084202934901
10,Cristobal 0.5m 3-Mar-2020,8,255.0,0.7530490994843855,6.21099078103321,0.7548932559503223,5.9873006257401356
12,Cristobal 0.5m 17-Mar-2020,8,271.0,0.7666559860452113,6.33960370731435,0.7686968832024168,6.168747454205595
13,CR 200929,8,279.0,0.42273968519933436,3.9083894753966595,0.4242875804655353,3.7679823594510022
14,Cristobal OVD 6-Oct-2020,8,287.0,0.39804233706930625,2.755190234328393,0.3995657684393761,2.6309192413734683
15,Cristobal 6-Oct-2020,8,295.0,0.22741632484060426,2.2697179266814578,0.22870110351688644,2.1541049088631627
16,Cristobal 0.5m 20-Oct-2020,8,303.0,0.4204476484109916,3.8309044573767137,0.4220275374344551,3.7010280427479794
19,Cristobal 2-Nov-2020,8,327.0,0.21963829330756446,2.189007830707756,0.22095879957232945,2.0871826047817157
20,Cristobal 17-Nov-2020,8,335.0,0.40723610278917066,3.473171449060649,0.4088437442863109,3.3601853195647147
21,Cristobal 1-Dec-2020,8,343.0,0.2315646846208872,1.514631300837272,0.2329262679604911,1.4268006375324465
22,Cristobal 0.5m 15-Dec-2020,8,351.0,-0.017847281895130296,0.7537316051811196,-0.01683999041400641,0.6776435413219177
24,Cristobal 5-Jan-2021,8,367.0,0.1510688557690263,2.013130567082796,0.152347648177787,1.9293799208049736
25,Cristobal 18-Jan-2021,8,375.0,0.19681313671854417,2.4925515999055072,0.19817085689812797,2.4066526924088363
26,Cristobal 2-Feb-2021,8,383.0,0.5837044808136325,3.950427930029602,0.5856418520436675,3.851422639040419
27,Cristobal 0.5m 15-Feb-2021,8,391.0,0.4287968486274738,4.147042274802301,0.43051863803155377,4.049055990711687
28,Cristobal 15-Mar-2021,8,399.0,0.6237687129438534,5.260085908425356,0.6257884609504027,5.152855163673697
31,Cristobal 0.5m 30-Mar-2021,8,423.0,0.6197301894841174,5.273146896311411,0.6217793678181702,5.175432791011153
32,Cristobal 12-Apr-2021,8,431.0,0.4902436410704669,4.25935659385172,0.49211454972283764,4.176217313647922
33,Cristobal 27-Apr-2021,8,439.0,0.3068100599182113,3.1438516151540146,0.3084235173918939,3.0764263044330553
