group_id,sample_name,lengths,avgindex,d18O_cal_mean,dD_cal_mean,d18O_cal_opt,dD_cal_opt
7,Pastores 11-May-2021,8,231.0,0.36173407403002256,3.7089368043957824,0.3458510658855436,2.262049132876368
8,Pastores 0.5m 25-May-2021,8,239.0,0.5207915426426211,4.344696014174694,0.5235092634921923,4.069653465780599
9,Pastores 0.5m 8-Jun-2021,8,247.0,0.2537162490491649,2.07236285489991,0.2600461741226092,2.7316279848806317
10,Pastores 21-Jun-2021,8,255.0,0.14533686796293743,0.9649802677232229,0.1496875564898239,1.4508275894216123
12,Pastores 5-Jul-2021,8,271.0,0.15799796309449277,1.3984714307769925,0.1612022251390679,1.5038259655642863
13,Pastores 20-Jul-2021,8,279.0,0.296635868687779,2.3863826223361784,0.3005532794568,2.586007640911631
14,Pastores 2-Aug-2021,8,287.0,-1.0713387407417954,-5.261679687343924,-1.0738538651938816,-5.755760415344881
15,Pastores 0.5m 16-Aug-2021,8,295.0,-0.18863700233856262,-0.4665502363159857,-0.18690997181438895,-0.5189766572874519
16,Pastores 0.5m 1-Sep-2021,8,303.0,-0.5311889133088223,-2.6875052583188244,-0.5310309601221106,-2.9384492989329702
19,Pastores 0.5m 16-Sep-2021,8,327.0,-0.26743469371970163,-1.3456491929691046,-0.2658589687552899,-1.4617675218380346
20,Pastores 0.5m 28-Sep-2021,8,335.0,0.2671681438213458,2.1707061273204102,0.27133503208197185,2.379562310333105
21,Pastores 0.5m 12-Oct-2021,8,343.0,0.3573562862426456,2.777732799022959,0.36200653176414477,3.046106238742026
22,Almirante 0.5m 21-Jan-2020,8,351.0,0.39442480880068254,3.5579380991178464,0.39930647154468013,3.9016302153555085
24,Almirante 0.5m 4-Feb-2020,8,367.0,0.5092285226032829,4.326210129771889,0.5147658969645132,4.748262123454719
25,Almirante 0.5m 18-Feb-2020,8,375.0,0.6786096514141347,4.951133131548385,0.6850059859505924,5.434335305279351
26,Almirante 0.5m 3-Mar-2020,8,383.0,0.8493528217599422,5.6845187398336545,0.8566145764726105,6.238767598714357
27,Almirante 0.5m 17-Mar-2020,8,391.0,,,,
28,AL 200929,9,400.0,0.467193983464687,3.1662831099258657,0.47276136622789355,3.499535721646641
31,Almirante 6-Oct-2020,8,424.0,0.15344259223269852,1.5646448056383564,0.1576887063564021,1.7641484748220897
32,Almirante 0.5m 20-Oct-2020,8,432.0,0.40649198676224163,3.0936036326654675,0.41199388969304485,3.4367448519191743
33,Almirante 2-Nov-2020,8,440.0,,,,
34,Almirante 17-Nov-2020,9,449.0,,,,
