group_id,sample_name,lengths,avgindex,d18O_cal_mean,dD_cal_mean,d18O_cal_opt,dD_cal_opt
7,Colon Norte 0.5m 21-Jan-2020,8,231.0,0.7807960459625549,11.705585152932684,0.7507575930250137,5.559788727706875
8,Colon Norte 0.5m 04-Feb-2020,8,239.0,0.6933155195564009,5.744629511943916,0.6932037214921678,5.556251619937756
9,Colon Norte 0.5m 18-Feb-2020,8,247.0,0.8426519449896481,6.69920222863575,0.8408421394356171,6.133048296982292
10,Colon Norte 0.5m 3-Mar-2020,8,255.0,0.8085874426758057,6.411087186458946,0.8082513638979076,6.140120595613796
12,Colon Norte 0.5m 17-Mar-2020,8,271.0,0.8153385025359603,6.3837048900388496,0.8151873290989564,6.303048760945138
13,CN 200929,8,279.0,0.5734414286288743,4.573073230359346,0.573036875886674,4.390198456217366
14,Colon Norte 6-Oct-2020,8,287.0,0.5647207628281004,4.392630210580108,0.5643819180345027,4.218411221962393
15,Colon Norte 0.5m 20-Oct-2020,8,295.0,0.4781464735458292,3.978152925402682,0.4777667989120551,3.7966722908688615
16,Colon Norte 2-Nov-2020,8,303.0,0.406950677790767,3.600455067391038,0.4065512178183037,3.4142142753848272
19,Colon Norte 17-Nov-2020,8,327.0,0.5509132650331992,4.34055052766513,0.5509437337042447,4.267430940845415
20,Colon Norte 1-Dec-2020,8,335.0,-0.18405675759003848,-0.30301193490313016,-0.18495440755312087,-0.6710270030180521
21,Colon Norte 0.5m 15-Dec-2020,8,343.0,0.28318695127631854,2.4676823653660636,0.283006336582865,2.3090395286474266
22,Colon Norte 05-Jan-2020,8,351.0,0.5262891169835988,4.0702181431160875,0.5265188139505992,4.041497277969395
24,Colon Norte 18-Jan-2021,8,367.0,0.37236365532806737,3.4712722292159075,0.3725379982415744,3.4436717089223396
25,Colon Norte 2-Feb-2021,8,375.0,0.5622177871973848,4.121934474048522,0.5627295751849468,4.159515910977552
26,Colon Norte 0.5m 15-Feb-2021,8,383.0,0.5425399447584744,4.338013935205852,0.5431024464873295,4.411219941029973
27,Colon Norte 15-Mar-2021,8,391.0,0.7737237779821668,5.392883914412659,0.7746802818828233,5.558763359907996
28,Colon Norte 11-May-2021,8,399.0,0.6790757795981104,4.658736682674931,0.6799804052953102,4.795612689661251
31,Colon Norte 0.5m 25-May-2021,8,423.0,0.5671786807815968,4.438358445470459,0.5681631072288122,4.623030718135448
32,Colon Norte 12-Apr-2021,8,431.0,0.5970964799679364,4.417658907859019,0.5981994886737407,4.621851639736658
33,Colon Norte 27-Apr-2021,8,439.0,0.41652114900059733,3.722669872208244,0.4174546933508858,3.900522441830379
34,Colon Norte 0.5m 8-Jun-2021,8,447.0,0.3465748558446211,2.481478895811893,0.34749032472196584,2.595842333006898
36,Colon Norte 21-Jun-2021,8,464.0,0.5416843565655058,4.164089777929504,0.543031808994134,4.437365694776579
37,Colon Norte 5-Jul-2021,8,472.0,0.38186999185989956,3.055743896669263,0.3830763900100187,3.2745659080053215
38,Colon Norte 20-Jul-2021,8,480.0,0.470802759956906,3.5728291174669478,0.47220849864007075,3.8477480782449396
39,Colon Norte 2-Aug-2021,8,488.0,0.20583794575900516,2.101995449065341,0.20695873838474288,2.2978065311631397
40,Colon Norte 16-Sep-2021,8,496.0,0.29880756840690337,2.4176172404623992,0.30013322574732726,2.655823089034305
43,Colon Norte 0.5m 28-Sep-2021,8,520.0,0.41547332963853933,3.211326492575167,0.4171915616323316,3.566299994661973
44,Colon Norte 0.5m 12-Oct-2021,8,528.0,0.49979254967738185,3.7944682964914946,0.5017038088537742,4.210031471046014
