group_id,sample_name,lengths,avgindex,d18O_cal_mean,dD_cal_mean,d18O_cal_opt,dD_cal_opt
7,Cristobal 11-May-2021,8,532.0,0.24090835497592478,3.099114517045077,0.2420539978936136,2.6039692944044646
8,Cristobal 0.5m 25-May-2021,8,540.0,0.4943628947465979,4.484654693530875,0.4966111837380416,4.337787228042897
9,Cristobal 0.5m 8-Jun-2021,8,548.0,0.24263490803922583,3.059553412229077,0.24464039238132762,3.150172829905731
10,Cristobal 21-Jun-2021,8,556.0,0.23206784969132999,2.5810680804022335,0.233884999563702,2.6192311034069027
12,Cristobal 5-Jul-2021,8,572.0,0.1296405012881483,1.7600415809625085,0.13125885539640825,1.7405028219514165
13,Cristobal 20-Jul-2021,8,580.0,0.3013352459379304,3.4418953949084683,0.30326595098039344,3.434414225993346
14,Cristobal 2-Aug-2021,8,588.0,-0.4053908449082393,-1.0602010765064027,-0.4047426195191731,-1.097230636928899
15,Cristobal 0.5m 16-Aug-2021,8,596.0,-0.1142727423539096,0.8995147857131558,-0.11309534509884545,0.8764122876066942
16,Cristobal 0.5m 1-Sep-2021,8,604.0,-0.5117776386258034,-2.3509278719187936,-0.5113213096828823,-2.3951575609817
19,Cristobal 16-Sep-2021,8,628.0,-0.3144448391010586,-0.71814772023883,-0.31362835590619553,-0.7491660324633638
20,Cristobal 0.5m 28-Sep-2021,8,636.0,0.22598890998776522,2.6130340316247436,0.22778721394195078,2.6051700849675683
21,Cristobal 0.5m 12-Oct-2021,8,644.0,0.2257217740184989,3.1483392243598702,0.22752022084438472,3.1448188211714854
22,Drago 0.5m 21-Jan-2020,8,652.0,0.4474347432451855,4.803328464831245,0.44963635236956545,4.811684905306828
24,Drago 0.5m 4-Feb-2020,8,668.0,0.47035863089504515,5.017017783995475,0.4726031155887136,5.028295896022833
25,Drago 0.5m 18-Feb-2020,8,676.0,0.616074917818838,5.679390448347605,0.6185845878544036,5.695867021273962
26,Drago 0.5m 3-Mar-2020,8,684.0,0.5582286628598783,5.668776133394865,0.5606339371036002,5.685923271200979
27,DR 200929,8,692.0,0.6134080859177231,5.460305215260711,0.615914169894336,5.476791727071463
28,Drago 6-Oct-2020,8,700.0,0.6189570225736785,5.598720650969891,0.621473808882955,5.616880408597062
31,Drago 0.5m 20-Oct-2020,8,724.0,0.4595707010848389,4.047558616468863,0.46179999470693023,4.057508000449452
32,Drago 2-Nov-2020,8,732.0,0.10878825490222432,2.0089631418509253,0.11038130788191736,2.0059387140705507
33,Drago 17-Nov-2020,8,740.0,0.32138937701606385,3.5580628226414657,0.3233690491387404,3.5662028073332204
34,Drago 1-Dec-2020,8,748.0,-0.34927706355373245,-1.017960248772805,-0.3485144024264759,-1.0398660381056892
36,Drago 0.5m 15-Dec-2020,8,764.0,0.046263210285317324,1.49215987302526,0.047745256447624396,1.4886262768878877
37,Drago 5-Jan-2021,8,772.0,0.048710241541153554,1.8505902827379535,0.05019735832361105,1.8502102061155963
38,Drago 18-Jan-2021,8,780.0,0.20411998284031574,2.5200222510688057,0.20588988406627684,2.5248881307582334
39,Drago 2-Feb-2021,8,788.0,0.405476697878727,3.800476197113518,0.40761280328980853,3.8146990249550417
40,Pastores 5-Jan-2021,8,796.0,0.06070419340884148,1.4498987049914902,0.06221496962052009,1.44904868769017
